,ID,유형,분류,발신처,발송시간,내용,0,1,2,3,4
10,205923,기타,안전안내,영등포구청,2023-10-07 19:03,"세계불꽃축제 관람객 급증으로 여의도 및 한강공원 일대가 매우 혼잡하니 안전에 각별히 유의하시기 바라며, 현재 여의나루역은 무정차 통과중입니다.",서울특별시 영등포구,,,,
11,205922,통신,안전안내,동작구청,2023-10-07 19:03,현재 용양봉저정 및 효사정 불꽃놀이 관람 인원들께서는 관람시 안전에 유의해 주시기 바라며 난간에서 멀리 떨어져서 관람해 주시기 바랍니다.,서울특별시 동작구,,,,
12,205921,기타,안전안내,서울특별시청,2023-10-07 19:03,"서울세계불꽃축제로 마포구, 영등포구, 용산구, 동작구 한강공원주변 불꽃놀이 인파로 매우 혼잡하오니 시민들께서는 안전에 유의하시기 바랍니다.",서울특별시,,,,
13,205920,기타,안전안내,경기남부경찰청,2023-10-07 18:52,"수원시에서 실종된 송영순씨(여, 75세)를 찾습니다 -158cm,55kg,카키색상의,검정긴바지,검정신발 vo.la/JTNa6 / ☎182",경기도 수원시 장안구 , 경기도 수원시 권선구 , 경기도 수원시 팔달구 , 경기도 수원시 영통구,
14,205919,기타,안전안내,서울특별시청,2023-10-07 18:50,오늘 서울세계불꽃축제로 5호선 여의나루역은 18시 36분부터 무정차통과되오니 열차이용에 참고바랍니다.,서울특별시 마포구, 서울특별시 영등포구,,,
15,205918,기타,안전안내,동작구청,2023-10-07 18:42,"용양봉저정공원 인근 불꽃놀이 인파로 혼잡, 근처에 계신 시민들께서는 안전에 유의하시기 바랍니다. 용양봉저정공원 인파 추가 출입을 금지합니다.",서울특별시 동작구,,,,
16,205917,교통통제,안전안내,용산구청,2023-10-07 18:41,"세계불꽃축제 관람객 급증으로 이촌한강공원 매우 혼잡, 진입 자제, 해당 지역 진입시 안전에 각별히 유의하여 주시기 바랍니다.",서울특별시 용산구,,,,
17,205916,기타,안전안내,서울경찰청,2023-10-07 18:22,"구로구에서 배회중인 이신구씨(남, 77세)를 찾습니다 -162cm,검정긴팔,검정바지,검정양말,검정샌들,회색모자 vo.la/Kkxeu / ☎182",서울특별시 구로구,,,,
18,205915,기타,안전안내,서울경찰청,2023-10-07 18:21,"영등포구에서 실종된 이신구씨(남, 77세)를 찾습니다 -162cm,검정긴팔,검정바지,검정양말,검정샌들,회색모자 vo.la/Kkxeu / 182",서울특별시 영등포구,,,,
19,205914,기타,안전안내,부산경찰청,2023-10-07 17:27,"금정구에서 배회중인 손복임씨(여, 83세)를 찾습니다 -156cm,40kg,흰색잠바,파란색조끼,검정바지,지팡이 vo.la/oqhug / ☎182",부산광역시 금정구,,,,
20,205913,기타,안전안내,부산경찰청,2023-10-07 17:27,"동래구에서 실종된 손복임씨(여, 83세)를 찾습니다 -156cm,40kg, 흰색잠바,파란색조끼,검정바지,지팡이 vo.la/oqhug / ☎182",부산광역시 동래구,,,,
21,205912,기타,안전안내,광주경찰청,2023-10-07 17:21,"북구에서 배회중인 고삼묘씨(여, 89세)를 찾습니다 -150cm,55kg,자주색모자,크로스백,꽃무늬셔츠,검정바지 vo.la/R36ZM / ☎182",광주광역시 북구,,,,
22,205911,기타,안전안내,광주경찰청,2023-10-07 17:19,"동구에서 실종된 고삼묘씨(여, 89세)를 찾습니다 -150cm,55kg,자주색모자,크로스백,꽃무늬셔츠,검정바지 vo.la/R36ZM / ☎182",광주광역시 동구,,,,
23,205910,기타,안전안내,대전경찰청,2023-10-07 13:02,"대덕구에서 배회중인 박요순씨(여, 85세)를 찾습니다- 155cm, 55kg, 보라색원피스 ,자주색바지, 슬리퍼 vo.la//FGyeQ / ☎182",대전광역시 대덕구,,,,
24,205909,기타,안전안내,대전경찰청,2023-10-07 13:01,"동구에서 실종된 박요순씨(여, 85세)를 찾습니다- 155cm, 55kg, 보라색원피스 ,자주색바지, 슬리퍼 vo.la/FGyeQ / ☎182",대전광역시 동구,,,,
25,205908,풍랑,안전안내,경주시,2023-10-07 11:47,"동해안에 풍랑으로 인한 너울 발생으로 인한 해안가 인명사고가 발생할 수 있으니, 해안가 접근을 자제하여 안전사고에 각별히 유의하시기 바랍니다.",경상북도 경주시 감포읍, 경상북도 경주시 문무대왕면, 경상북도 경주시 양남면,,
26,205907,기타,안전안내,서울경찰청,2023-10-07 11:02,"송파구에서 배회중인 변유복씨(남, 81세)를 찾습니다 -167cm,회색조끼,파란색긴팔티,검정바지,지팡이를 짚음 vo.la/TDz38 / ☎182",서울특별시 송파구,,,,
27,205906,기타,안전안내,서울경찰청,2023-10-07 11:00,"강남구에서 실종된 변유복씨(남, 81세)를 찾습니다 -167cm,회색조끼, 파란색긴팔티, 검정바지, 지팡이를 짚음 vo.la/TDz38 / ☎182",서울특별시 강남구,,,,
28,205905,기타,안전안내,강원경찰청,2023-10-07 9:22,"원주시에서 실종된 유병근씨(남,83세)를 찾습니다 -170cm,50kg,상의불상,추리닝바지(검정추정),남색운동화 vo.la/ReFJC / ☎182",강원특별자치도 원주시,,,,
29,205904,기타,안전안내,동래구청,2023-10-07 0:42,"온천1동 전자공고, 119안전체험관 일대에 멧돼지가 출몰하였으니 인근 주민께서는 안전에 유의하여 주시기 바랍니다.",부산광역시 동래구,,,,
30,205903,기타,안전안내,사상구,2023-10-06 23:54,금일 23:20 경 학장동 동양아파트 및 부산구치소 주변 멧돼지가 출몰하였으니 인근 주민께서는 안전에 유의하여 주시기 바랍니다.,부산광역시 사상구,,,,
31,205902,기타,안전안내,대전경찰청,2023-10-06 19:40,"동구에서 실종된 오준환씨(남,75세)를 찾습니다 -170cm,남색티셔츠,검정바지,슬리퍼,삭발 vo.la/cmh6i / ☎182",대전광역시 동구,,,,
32,205901,기타,안전안내,대구경찰청,2023-10-06 17:50,"북구에서 배회중인 김광조씨(남,85세)를 찾습니다 -170cm,70kg,검정색점퍼,파란색티셔츠,검정바지,검정모자 vo.la/7Swpf / ☎182",대구광역시 북구,,,,
33,205900,기타,안전안내,대구경찰청,2023-10-06 17:49,"동구에서 실종된 김광조씨(남,85세)를 찾습니다 -170cm,70kg,검정색점퍼,파란색티셔츠,검정바지,검정모자 vo.la/7Swpf / ☎182",대구광역시 동구,,,,
34,205899,기타,안전안내,서울경찰청,2023-10-06 17:45,"영등포구에서 배회중인 정진우씨(남, 72세)를 찾습니다 - 170cm, 75kg, 남색상의, 남색바지, 중절모 vo.la/FNGxK / ☎182",서울특별시 영등포구,,,,
35,205898,기타,안전안내,서울경찰청,2023-10-06 17:42,"광진구에서 실종된 정진우씨(남, 72세)를 찾습니다 - 170cm, 75kg, 남색상의, 남색바지, 중절모 vo.la/FNGxK / ☎182",서울특별시 광진구,,,,
36,205897,기타,안전안내,문경시,2023-10-06 17:36,현재 중부고속도로 진남터널 인근 창고에서 화재 발생하여 인근에 연기가 치솟고 있으니 고속도로 이용에 주의하여 주시기 바랍니다.,경상북도 문경시 불정동, 경상북도 문경시 마성면,,,
37,205896,기타,안전안내,경기북부경찰청,2023-10-06 17:18,"고양시에서 배회중인 최계선씨(여, 76세)를 찾습니다 -156cm,39kg,파란색상의,검정하의,검정신발 vo.la/kFUsB / ☎182",경기도 고양시 덕양구 , 경기도 고양시 일산동구 , 경기도 고양시 일산서구,,
38,205895,기타,안전안내,경기북부경찰청,2023-10-06 17:15,"파주시에서 실종된 최계선씨(여, 76세)를 찾습니다 -156cm,39kg,파란색상의,검정하의,검정신발 vo.la/kFUsB / ☎182",경기도 파주시,,,,
39,205894,기타,안전안내,경기남부경찰청,2023-10-06 16:30,"수원시에서 실종된 김병옥씨(남, 84세)를 찾습니다 - 177cm, 60kg, 검정색상하의, 중절모 vo.la/LJo46 / ☎182",경기도 수원시 장안구 , 경기도 수원시 권선구 , 경기도 수원시 팔달구 , 경기도 수원시 영통구,
40,205893,기타,안전안내,부산경찰청,2023-10-06 14:09,"동래구에서 배회중인 황춘란씨(여,74세)를 찾습니다 -157cm,47kg,세로줄무늬후드티,검정바지,흰색운동화 vo.la/oHUzX / ☎182",부산광역시 동래구,,,,
41,205892,기타,안전안내,부산경찰청,2023-10-06 14:08,"금정구에서 실종된 황춘란씨(여,74세)를 찾습니다 -157cm,47kg,세로줄무늬후드티,검정바지,흰색운동화 vo.la/oHUzX / ☎182",부산광역시 금정구,,,,
42,205891,기타,안전안내,서울경찰청,2023-10-06 13:13,"종로구에서 배회중인 고보일씨(남, 75세)를 찾습니다 - 171cm, 71kg, 자주색트레이닝복상의, 슬리퍼 vo.la/oJorT / ☎182",서울특별시 종로구,,,,
43,205890,화재,안전안내,금천구,2023-10-06 13:10,12:52경 가산동 340-5 서부간선도로 지하차도 화재 완진. 성산방향 도로통제 해제. (일직방향은 통제중),서울특별시 금천구,,,,
44,205889,기타,안전안내,서울경찰청,2023-10-06 13:10,"중구에서 실종된 고보일씨(남, 75세)를 찾습니다 - 171cm, 71kg, 자주색트레이닝복상의, 슬리퍼 vo.la/oJorT / ☎182",서울특별시 중구,,,,
45,205888,화재,안전안내,금천구,2023-10-06 12:52,오늘 12:23경 가산동 340-5 서부간선도로 지하차도 일직방향 8km 지점 화재 발생. 일직 및 성산 양방향 통제중이오니 인근 차량은 우회바랍니다.,서울특별시 금천구,,,,
46,205887,화재,안전안내,원주시,2023-10-06 11:39,"원주시 개운동 힐스테이트 아파트 화재 발생, 진화중임, 인근 주민은 안전한 곳으로 대피하시고 연기흡입으로 인한 안전에 주의하시기 바랍니다.",강원특별자치도 원주시 개운동, 강원특별자치도 원주시 명륜동,,,
47,205886,기타,안전안내,서울경찰청,2023-10-06 11:07,"강북구에서 배회중인 김기현씨(남,63세)를 찾습니다 -175cm,60kg,짙은청색과빨간색이섞인 점퍼,검정바지 vo.la/1Po0f / ☎182",서울특별시 강북구,,,,
48,205885,기타,안전안내,서울경찰청,2023-10-06 11:07,"서대문구에서 실종된 김기현씨(남,63세)를 찾습니다 -175cm,60kg,짙은청색과빨간색이섞인 점퍼,검정바지 vo.la/1Po0f / ☎182",서울특별시 서대문구,,,,
49,205884,기타,안전안내,서울경찰청,2023-10-06 10:53,"영등포구에서 배회중인 성재열씨(남,57세)를 찾습니다 -165cm,60kg,검정반팔티,회색운동복바지,흰색운동화 vo.la/LstZ6 / ☎182",서울특별시 영등포구,,,,
50,205883,기타,안전안내,서울경찰청,2023-10-06 10:53,"강서구에서 실종된 성재열씨(남,57세)를 찾습니다 -165cm,60kg,검정반팔티,회색운동복바지,흰색운동화 vo.la/LstZ6 / ☎182",서울특별시 강서구,,,,
51,205882,기타,안전안내,경기북부경찰청,2023-10-06 10:32,"고양시에서 배회중인 김지훈씨(남,21세)를 찾습니다 -174cm,70kg,하늘색반팔티셔츠,회색바지,마른체형 vo.la/pAmuc / ☎182",경기도 고양시 덕양구 , 경기도 고양시 일산동구 , 경기도 고양시 일산서구,,
52,205881,기타,안전안내,경남경찰청,2023-10-06 10:32,"거제시에서 실종된 김지훈씨(남,21세)를 찾습니다 -174cm,70kg,하늘색반팔티셔츠,회색바지,마른체형 vo.la/pAmuc / ☎182",경상남도 거제시,,,,
53,205880,기타,안전안내,경기남부경찰청,2023-10-06 10:13,"성남시에서 배회중인 박갑선씨(여,71세)를 찾습니다-162cm,분홍색점퍼,남색바지,갈색신발,베이지색가방,마스크 vo.la/BMEYo / ☎182",경기도 성남시 수정구 , 경기도 성남시 중원구 , 경기도 성남시 분당구,,
54,205879,기타,안전안내,경기남부경찰청,2023-10-06 10:12,"용인시에서 실종된 박갑선씨(여,71세)를 찾습니다-162cm,분홍색점퍼,남색바지,갈색신발,베이지색가방,마스크 vo.la/BMEYo / ☎182",경기도 용인시 처인구 , 경기도 용인시 기흥구 , 경기도 용인시 수지구,,
55,205878,기타,안전안내,서울경찰청,2023-10-06 9:50,"강동구에서 목격된 문병준씨(남, 84세)를 찾습니다 -160cm,빨강모자,남색패딩,회색바지,검정운동화,손수레 vo.la/6kdeR / ☎182",서울특별시 강동구,,,,
56,205877,기타,안전안내,부산경찰청,2023-10-06 8:22,"중구에서 배회중인 송달연씨(여, 85세)를 찾습니다 -153cm,45kg,빨강스머프모자,남색솜조끼,나무색바지 vo.la/KnGNQ / ☎182",부산광역시 중구,,,,
57,205876,기타,안전안내,부산경찰청,2023-10-06 8:21,"영도구에서 실종된 송달연씨(여, 85세)를 찾습니다 -153cm,45kg,빨강스머프모자,남색솜조끼,나무색바지 vo.la/KnGNQ / ☎182",부산광역시 영도구,,,,
58,205875,기타,안전안내,경기남부경찰청,2023-10-05 18:03,"수원시에서 배회중인 문정오씨(남, 26세)를 찾습니다- 161cm, 53kg, 회색잠바,검정바지,검정운동화 vo.la/7ydLO / ☎182",경기도 수원시 장안구 , 경기도 수원시 권선구 , 경기도 수원시 팔달구 , 경기도 수원시 영통구,
59,205874,기타,안전안내,경기남부경찰청,2023-10-05 18:02,"화성시에서 실종된 문정오씨(남, 26세)를 찾습니다- 161cm, 53kg, 회색잠바,검정바지,검정운동화 vo.la/7ydLO / ☎182",경기도 화성시,,,,
60,205873,기타,안전안내,서울경찰청,2023-10-05 17:28,"노원구에서 배회중인 추태환씨(남, 86세)를 찾습니다- 166cm,55kg, 파랑점퍼,검정바지,검정모자,검정운동화 vo.la/pqWES / ☎182",서울특별시 노원구,,,,
61,205872,기타,안전안내,인천경찰청,2023-10-05 17:14,"서구에서 목격된 방현숙씨(여, 77세)를 찾습니다- 150cm, 45kg, 다홍색조끼,남색바지,흰색단화,손가방 vo.la/Bqgro / ☎182",인천광역시 서구,,,,
62,205871,기타,안전안내,인천경찰청,2023-10-05 17:13,"부평구에서 실종된 방현숙씨(여, 77세)를 찾습니다- 150cm, 45kg, 다홍색조끼,남색바지,흰색단화,손가방 vo.la/Bqgro / ☎182",인천광역시 부평구,,,,
63,205870,기타,안전안내,대구경찰청,2023-10-05 16:26,"달성군에서 목격된 김재홍씨(남, 55세)를 찾습니다- 170cm, 58kg, 세로줄무늬남방,흰색환자복바지,안경착용 vo.la/rtn1H / ☎182",대구광역시 달성군,,,,
64,205869,기타,안전안내,대구경찰청,2023-10-05 16:25,"달서구에서 실종된 김재홍씨(남, 55세)를 찾습니다- 170cm, 58kg, 세로줄무늬남방,흰색환자복바지,안경착용 vo.la/rtn1H / ☎182",대구광역시 달서구,,,,
65,205868,기타,안전안내,경기북부경찰청,2023-10-05 15:51,"의정부시에서 배회중인 권태후씨(남, 82세)를 찾습니다- 162cm,남색점퍼,검정바지,검정모자,지팡이,우산 vo.la/Ukb1a / ☎182",경기도 의정부시,,,,
66,205867,기타,안전안내,울산경찰청,2023-10-05 14:52,"경찰은 북구에서 실종된 구연경(여, 16세)을 찾습니다- 160cm, 50kg, 긴머리, 착의 불상 vo.la/E6kKd / ☎182",울산광역시 북구,,,,
67,205866,화재,안전안내,전주시,2023-10-05 14:48,오늘 12:52경 전주시 덕진구 팔복동4가 소재 제지공장 화재 발생. 인근 주민은 창문을 닫아 연기 흡입 등 사고 발생에 유의하시기 바랍니다.,전북특별자치도 전주시 완산구 , 전북특별자치도 전주시 덕진구,,,
68,205865,화재,안전안내,전주시,2023-10-05 13:48,오늘 12:52경 전주시 덕진구 팔복동4가 215-33 천일제지 공장 화재 발생. 이 지역을 우회하여 주시고 인근 주민은 안전사고 발생에 유의 바랍니다.,전북특별자치도 전주시 완산구 , 전북특별자치도 전주시 덕진구,,,
69,205864,기타,안전안내,수성구,2023-10-04 20:35,"수성구 상동 136-3번지 인근 야생 멧돼지 1마리 출몰하였으니, 주민들께서는 안전에 각별히 유념하시기 바랍니다. (666-2222)",대구광역시 수성구 중동, 대구광역시 수성구 상동,,,
70,205863,기타,안전안내,경기남부경찰청,2023-10-04 19:07,"안산시에서 실종된 김종권씨(남, 30세)를 찾습니다 -168cm, 50kg, 회색긴팔, 검정바지, 빨강백팩 vo.la/Y5ZcP / ☎182",경기도 안산시 상록구 , 경기도 안산시 단원구,,,
71,205862,풍랑,안전안내,울릉군,2023-10-04 17:17,"강풍·풍랑 예비특보가 발표되어 오늘밤부터 기상악화로 인한 낙석 및 월파 피해가 우려되오니 해안가 저지대, 방파제, 낙석위험지역 차량 이동 및 접근금지",경상북도 울릉군,,,,
72,205861,기타,안전안내,서울경찰청,2023-10-04 17:00,"광진구에서 배회중인 문병준씨(남, 84세)를 찾습니다 -160cm,빨강모자,남색패딩,회색바지,검정운동화,손수레 vo.la/6kdeR / ☎182",서울특별시 광진구,,,,
73,205860,기타,안전안내,서울경찰청,2023-10-04 16:59,"동대문구에서 실종된 문병준씨(남, 84세)를 찾습니다 -160cm,빨강모자,남색패딩,회색바지,검정운동화,손수레 vo.la/6kdeR / ☎182",서울특별시 동대문구,,,,
74,205859,강풍,안전안내,진도군,2023-10-04 16:49,"강풍예비특보(5일 새벽00~06시)발효/간판 등 부착물 고정, 선박 결박, 비닐하우스 등 시설물 피해 주의, 해안 접근 금지 등 안전에 주의 바랍니다.",전라남도 진도군,,,,
75,205858,기타,안전안내,전북경찰청,2023-10-04 16:46,"익산시에서 배회중인 한채린(여, 16세)을 찾습니다 -160cm, 보통체격, 검정색후드티, 반바지, 크록스착용 vo.la/z4AwG / ☎182",전북특별자치도 익산시,,,,
76,205857,기타,안전안내,전북경찰청,2023-10-04 16:39,"익산시에서 배회중인 강현모(남, 16세)를 찾습니다 -174cm, 65kg, 보통체격, 검정짧은머리, 아디폼Q신발 vo.la/tQD56 / ☎182",전북특별자치도 익산시,,,,
77,205856,기타,안전안내,경기북부경찰청,2023-10-04 16:17,"동두천시에서 배회중인 임은자씨(여, 81세)를 찾습니다 -158cm, 60kg, 반백퍼머머리, 빨강장화 vo.la/yECv2 / ☎182",경기도 동두천시,,,,
78,205855,기타,안전안내,경기북부경찰청,2023-10-04 16:17,"경찰은 연천군에서 실종된 임은자씨(여, 81세)를 찾습니다 -158cm, 60kg, 반백퍼머머리, 빨강장화 vo.la/yECv2 / ☎182",경기도 연천군,,,,
79,205854,기타,안전안내,수성구,2023-10-04 14:39,11:30경 출몰했던 멧돼지는 포획되었음을 알려드립니다.(666-2962),대구광역시 수성구 중동,,,,
80,205853,기타,안전안내,경기북부경찰청,2023-10-04 14:15,"경찰은 가평군에서 배회중인 김바우씨(남, 88세)를 찾습니다 - 160cm, 57kg, 검정반팔, 검정반바지 vo.la/KrSvw / ☎182",경기도 가평군,,,,
81,205852,기타,안전안내,부산경찰청,2023-10-04 13:23,"부산진구에서 배회중인 김현진씨(여, 31세)를 찾습니다 -175cm,남색맨투맨,검정바지(노랑세로줄무늬),빨강운동화 vo.la/T8Eom / ☎182",부산광역시 부산진구,,,,
82,205851,기타,안전안내,부산경찰청,2023-10-04 13:23,"연제구에서 실종된 김현진씨(여, 31세)를 찾습니다 -175cm,남색맨투맨,검정바지(노랑세로줄무늬),빨강운동화 vo.la/T8Eom / ☎182",부산광역시 연제구,,,,
83,205850,기타,안전안내,수성구,2023-10-04 12:09,"11:30경 수성구 중동 98-4 인근 야생 멧돼지 1마리 출몰하였으니, 주민들께서는 안전에 각별히 유념하시기 바랍니다.(666-2962)",대구광역시 수성구 중동,,,,
84,205849,기타,안전안내,강원경찰청,2023-10-04 11:15,"강릉시에서 실종된 정정교씨(남, 39세)를 찾습니다 -160cm, 60kg, 앞머리탈모, 오렌지색긴팔, 갈색긴바지 vo.la/XWK3E / ☎182",강원특별자치도 강릉시,,,,
85,205848,기타,안전안내,서울경찰청,2023-10-04 9:13,"중랑구에서 배회중인 최정숙씨(여, 69세)를 찾습니다 -150cm, 50kg, 빨간색체크무늬니트, 검정바지 vo.la/7uaVE / ☎182",서울특별시 중랑구,,,,
86,205847,기타,안전안내,서울경찰청,2023-10-04 9:12,"노원구에서 실종된 최정숙씨(여, 69세)를 찾습니다 -150cm, 50kg, 빨간색체크무늬니트, 검정바지 vo.la/7uaVE / ☎182",서울특별시 노원구,,,,
87,205846,기타,안전안내,서울경찰청,2023-10-04 9:00,"영등포구에서 배회중인 조세희씨(남, 84세)를 찾습니다-165cm,53kg,보라색잠바,검정바지,검정운동화,흰마스크 vo.la/Kb93Q / ☎182",서울특별시 영등포구,,,,
88,205845,기타,안전안내,서울경찰청,2023-10-04 8:59,"구로구에서 실종된 조세희씨(남, 84세)를 찾습니다 -165cm,53kg,보라색잠바,검정바지,검정운동화,흰마스크 vo.la/Kb93Q / ☎182",서울특별시 구로구,,,,
89,205844,교통사고,안전안내,함안군,2023-10-04 8:02,"오늘 06:51경 중부내륙고속도로(창녕→창원 방향) 칠원 JC부근 교통사고 발생으로 1,2차로 전면 차단. 칠서 IC 진출 후 국도 우회 바랍니다.",경상남도 함안군,,,,
90,205843,기타,안전안내,부산경찰청,2023-10-03 19:13,"서구에서 목격된 김성여씨(여,62세)를 찾습니다-160cm,55kg,주황색또는흰색에 검정줄무늬긴팔,흰색긴바지 vo.la/0UKWu / ☎182",부산광역시 서구,,,,
91,205842,기타,안전안내,부산경찰청,2023-10-03 19:09,"중구에서 배회중인 김성여씨(여,62세)를 찾습니다-160cm,55kg,주황색또는흰색에 검정줄무늬긴팔,흰색긴바지 vo.la/0UKWu / ☎182",부산광역시 중구,,,,
92,205841,기타,안전안내,부산경찰청,2023-10-03 19:06,"동구에서 실종된 김성여씨(여,62세)를 찾습니다-160cm,55kg,주황색또는흰색에 검정줄무늬긴팔,흰색긴바지 vo.la/0UKWu / ☎182",부산광역시 동구,,,,
93,205840,기타,안전안내,부산경찰청,2023-10-03 18:12,"동구에서 배회중인 고가영(여,14세)을 찾습니다-165cm,40kg,검정후드티,검정반바지,흰색크록스,검정마스크 vo.la/FWLh9 / ☎182",부산광역시 동구,,,,
94,205839,기타,안전안내,서울경찰청,2023-10-03 18:10,"중구에서 목격된 고가영(여,14세)을 찾습니다-165cm,40kg,검정후드티,검정반바지,흰색크록스,검정마스크 vo.la/FWLh9 / ☎182",서울특별시 중구,,,,
95,205838,기타,안전안내,경기남부경찰청,2023-10-03 17:17,"성남시에서 실종된 김종덕씨(여,69세)를 찾습니다-150cm,43kg,분홍색계통잠바,검정바지,검정운동화(흰색바닥) vo.la/H2sZv/ ☎182",경기도 성남시 수정구 , 경기도 성남시 중원구 , 경기도 성남시 분당구,,
96,205837,기타,안전안내,경기남부경찰청,2023-10-03 16:39,"성남시에서 실종된 엄숙희씨(여,76세)를 찾습니다 -155cm,50kg,꽃무늬긴팔,검정긴바지,자주색운동화 vo.la/Q6RAD / ☎182",경기도 성남시 수정구 , 경기도 성남시 중원구 , 경기도 성남시 분당구,,
97,205836,기타,안전안내,성남시청,2023-10-03 15:22,"금일 14시33분경 수정구 단대동 56-7번지 일원 가스 누출사고 발생, 주변 접근 및 통행금지. 이 지역을 지나는 차량은 우회바랍니다.",경기도 성남시 수정구 단대동,,,,
98,205835,기타,안전안내,화순경찰서,2023-10-03 13:48,"화순군 춘양면 회송리에서 실종된양삼님씨(여, 77세)를 찾습니다.-빨간색점퍼,검정계통바지,백발커트머리,걸어서 배회(화순경찰서 061-379-4329)",전라남도 화순군,,,,
99,205834,기타,안전안내,서울경찰청,2023-10-02 19:30,"강서구에서 실종된 김철영씨(남, 85세)를 찾습니다- 166cm, 73kg, 황토색반팔셔츠,검정반바지,검정중절모 vo.la/BMhHH / ☎182",서울특별시 강서구,,,,
100,205833,기타,안전안내,서울경찰청,2023-10-02 19:22,"강동구에서 배회중인 김재춘씨(남, 76세)를 찾습니다- 162cm,50kg, 남색체크남방,회색바지,나이키검정운동화 vo.la/SGhp6 / ☎182",서울특별시 강동구,,,,
101,205832,기타,안전안내,서울경찰청,2023-10-02 19:21,"송파구에서 실종된 김재춘씨(남, 76세)를 찾습니다- 162cm, 50kg, 남색체크남방,회색바지,나이키검정운동화 vo.la/SGhp6 / ☎182",서울특별시 송파구,,,,
102,205831,기타,안전안내,경기남부경찰청,2023-10-02 18:46,"부천시에서 배회중인 조영열씨(남, 79세)를 찾습니다-167cm,55kg,녹색점퍼,짙은색바지,파랑운동화,지팡이 vo.la/Cx7gm / ☎182",경기도 부천시,,,,
103,205830,기타,안전안내,인천경찰청,2023-10-02 18:46,"부평구에서 실종된 조영열씨(남, 79세)를 찾습니다- 167cm, 55kg, 녹색점퍼,짙은색바지,파랑운동화,지팡이 vo.la/Cx7gm / ☎182",인천광역시 부평구,,,,
104,205829,기타,안전안내,서울경찰청,2023-10-02 17:09,"경찰은 노원구에서 배회중인 안인수씨(여, 91세)를 찾습니다- 160cm, 80kg, 검정긴팔상의, 핑크색잠옷바지 vo.la/cr8jo / ☎182",서울특별시 노원구,,,,
105,205828,기타,안전안내,경기북부경찰청,2023-10-02 17:09,"양주시에서 배회중인 안인수씨(여, 91세)를 찾습니다- 160cm, 80kg, 검정긴팔상의, 핑크색잠옷바지 vo.la/cr8jo / ☎182",경기도 양주시,,,,
106,205827,기타,안전안내,경기북부경찰청,2023-10-02 17:08,"의정부시에서 실종된 안인수씨(여, 91세)를 찾습니다- 160cm, 80kg, 검정긴팔상의, 핑크색잠옷바지 vo.la/cr8jo / ☎182",경기도 의정부시,,,,
107,205826,기타,안전안내,경남경찰청,2023-10-02 15:14,"함안군에서 배회중인 홍기연씨(여, 82세)를 찾습니다- 160cm, 65kg, 붉은색패딩상의, 갈색바지, 검정파마 vo.la/g1MX3 / ☎182",경상남도 함안군,,,,
